10000 46550
23 3512 399198
23 5166 994065
23 6307 240587
23 7791 763759
23 8389 366802
23 8670 276898
23 8825 814054
23 9230 167184
24 860 277452
24 1741 905137
24 1780 987191
24 2342 603333
24 3392 45995
24 3561 920938
24 5243 659271
24 5486 312879
24 6406 22307
24 6421 379859
24 8207 604125
24 8659 504940
24 9061 211701
25 476 882457
25 1449 36099
25 3089 40424
25 4064 685128
25 4875 300518
25 6560 584143
25 8475 663680
25 8782 738852
26 1952 767094
26 2887 540849
26 4631 763306
26 5682 443886
26 7104 371858
26 7921 999827
26 9471 544614
27 381 307586
27 1101 762349
27 1455 312051
27 2924 845168
27 3484 65157
27 5138 946830
27 6318 204317
27 7991 338892
27 8229 452766
28 1462 274861
28 2586 616489
28 3324 908901
28 3662 183910
28 4382 88244
28 4897 871349
28 5842 552453
28 6258 349294
28 7060 698466
28 7818 778321
28 9191 861914
29 227 623446
29 509 459874
29 838 566875
29 1821 740507
29 2126 703844
29 4104 879145
29 4681 190879
29 6511 606487
29 8457 988425
29 9806 487294
30 1827 873709
30 2482 336954
30 3001 237768
30 4267 915895
30 4292 839240
30 4381 239470
30 6250 149962
30 6397 850744
30 7690 458653
30 9086 799136
31 567 221712
31 772 892721
31 1314 580154
31 2452 195895
31 4243 456507
31 4282 457499
31 5791 452993
31 5804 135276
31 6058 978260
31 7706 923845
31 8050 507118
31 9760 334657
32 481 429949
32 741 688200
32 2169 457242
32 3252 483492
32 4694 89803
32 4723 517947
32 5659 540275
32 7392 943794
32 8054 75584
32 9704 625654
33 1306 710259
33 1505 276925
33 1601 784546
33 1635 841809
33 3182 9297
33 3787 581847
33 5691 621156
33 6962 183146
33 7196 810762
33 8131 908036
33 9269 638882
34 1795 256966
34 2904 384426
34 3445 696763
34 3868 470489
34 3899 236681
34 4582 982955
34 5354 887581
34 6690 228932
34 8165 808984
35 1352 534888
35 2387 464943
35 2764 601272
35 4460 871667
35 5760 947190
35 6652 904623
35 7598 283858
35 9325 59723
35 9719 456841
35 9860 86882
36 853 189917
36 1023 693593
36 2512 945510
36 3380 116967
36 3865 600756
36 4144 805724
36 5930 719574
36 6026 985058
36 7643 911763
36 7996 458806
36 8646 915327
36 8745 222507
36 9794 193821
37 1923 296313
37 2401 295109
37 3527 148394
37 5153 329070
37 7031 419135
37 7316 342844
37 9284 885040
38 1725 268826
38 2765 52139
38 2992 828660
38 3237 780935
38 5047 418898
38 5300 937912
38 7049 855305
38 7126 29353
38 8664 460741
39 1033 579866
39 1249 272624
39 2528 362097
39 2630 709568
39 3915 898073
39 4866 335111
39 4974 379776
39 5472 962246
39 5822 513509
39 6308 447284
39 7622 377735
39 9154 771578
40 873 936006
40 2052 502726
40 2790 585361
40 4506 492956
40 6078 574339
40 6660 600020
40 7448 660501
40 9100 196861
41 1151 623320
41 2722 357611
41 4279 333925
41 5391 544398
41 6591 704781
41 7067 924736
41 7769 6663
41 9685 445059
41 9874 458993
42 1587 760708
42 2683 427472
42 4073 802033
42 5557 150182
42 6083 365139
42 7469 750329
42 8066 486705
42 9961 428207
43 1858 815670
43 3212 49371
43 4007 604185
43 4457 29500
43 5296 446721
43 5847 215032
43 7552 832699
43 8476 182765
43 8618 348396
43 9120 2174
44 1075 981051
44 2436 80420
44 3807 327961
44 5275 149270
44 5787 188432
44 7219 88181
44 9000 983154
44 9971 441966
45 864 569156
45 1179 661725
45 1710 826024
45 2477 221459
45 3609 210912
45 5455 75637
45 6884 462076
45 7548 710480
45 9332 889435
45 9530 80097
46 1509 352608
46 3187 41251
46 4319 31815
46 4715 598459
46 4839 14351
46 6464 559279
46 7125 447349
46 7283 277036
46 7394 597616
46 7557 185374
46 9366 394152
47 279 686815
47 1904 414371
47 2497 99827
47 2956 581847
47 4593 363418
47 6466 764887
47 7364 807687
47 8995 435356
48 2025 220980
48 3457 770993
48 3777 249593
48 3798 642786
48 5350 366539
48 5501 563716
48 6183 742952
48 8126 963848
48 9051 640314
48 9488 500751
49 680 224387
49 1214 930507
49 2832 367787
49 3369 327604
49 4503 568698
49 6431 540465
49 6557 934920
49 7689 208070
49 8977 367917
50 1873 196067
50 3554 142860
50 4916 393980
50 5616 856290
50 6253 679492
50 7637 201760
50 7755 614123
50 8396 280977
50 8484 100427
51 1738 419912
51 2293 643970
51 2661 579036
51 3542 201855
51 4991 594525
51 6754 391422
51 7097 282181
51 8196 119554
52 1478 226253
52 2006 504066
52 2094 16268
52 2263 772562
52 2645 471166
52 4175 782825
52 6111 621746
52 6970 24200
52 7266 906828
52 8181 337683
52 8237 702770
52 9365 596580
53 598 573274
53 1655 591999
53 2475 841303
53 3895 919072
53 5721 565837
53 7229 484093
53 7583 630069
53 8405 775519
54 1696 379806
54 3383 676504
54 5380 580339
54 7055 421268
54 7068 101735
54 7097 559144
54 7403 912912
54 7440 271580
54 7756 700035
54 8151 341618
54 9954 399818
55 2042 257325
55 2274 148344
55 3659 957058
55 3865 603686
55 4912 336364
55 6281 563551
55 6989 5707
55 8562 677975
55 8629 281307
56 1615 979613
56 2874 623599
56 4410 731578
56 6387 731934
56 7927 118135
56 8022 915335
56 8140 421772
56 9702 626813
57 1024 583371
57 2210 602018
57 3936 854558
57 5848 692789
57 6456 861488
57 7212 816678
57 8351 689110
57 8935 638751
57 9299 472182
57 9581 168294
58 621 757833
58 1258 302661
58 2769 425110
58 3193 947428
58 3460 549932
58 4203 667989
58 5668 780760
58 7378 350022
58 8397 796850
58 9374 356858
59 1709 15996
59 2416 908238
59 3506 293426
59 4269 577375
59 5980 725273
59 6265 735895
59 6523 567298
59 8276 129719
59 9993 905533
60 2056 84275
60 2373 853464
60 3751 986382
60 5580 360400
60 6804 962809
60 8405 950828
60 9212 249597
61 1453 937038
61 2757 860158
61 3162 595370
61 4937 779045
61 6546 806388
61 6880 289365
61 6978 154407
61 8219 150435
61 8617 795515
61 9364 882214
62 1539 118394
62 3174 318704
62 4369 287240
62 5892 620005
62 7072 593409
62 8464 990217
62 9524 959901
63 488 578027
63 498 686389
63 904 662699
63 1002 836860
63 2099 203342
63 3737 845851
63 4586 52740
63 4642 692092
63 4854 846449
63 6577 906915
63 8568 549314
63 9354 580347
64 254 680090
64 1659 529605
64 3642 162730
64 4019 218009
64 5106 54766
64 5869 141785
64 6728 955622
64 7606 750200
64 9213 804728
65 407 49135
65 1891 616558
65 3466 219562
65 5282 855922
65 6501 732605
65 6761 404063
65 7903 116350
65 9718 64746
66 606 433123
66 1290 187630
66 1522 125802
66 3281 551094
66 5048 804640
66 6685 573377
66 8396 599389
67 908 556872
67 1528 586771
67 2305 774439
67 2989 577999
67 4025 878948
67 4430 42181
67 5719 44223
67 6638 267972
67 7749 56393
67 8752 973092
67 9372 917157
68 129 514923
68 1962 462053
68 2254 265547
68 3687 690010
68 4070 134656
68 5047 27154
68 6475 715415
68 6660 521778
68 7106 865132
68 7636 780979
68 8404 580753
68 8649 161091
68 8860 460637
68 9302 339302
69 1663 674500
69 3327 384516
69 3655 144068
69 4458 596227
69 5955 679164
69 6912 856504
69 7048 96462
69 7328 851903
69 7971 322057
69 8315 464126
69 8898 371674
70 1753 775918
70 2081 838249
70 2627 987125
70 4521 790505
70 5587 368393
70 6103 757582
70 7172 616584
70 7904 811647
70 8332 942248
70 8931 194931
70 9662 461061
71 700 543703
71 2311 4977
71 4131 692197
71 4773 365065
71 5000 668912
71 6741 2475
71 8194 903217
71 8558 695958
71 8837 581109
71 9658 550212
72 1472 813295
72 1639 639831
72 3173 972769
72 4279 834269
72 6100 346315
72 6993 977523
72 7266 286221
72 8957 388469
73 1176 69047
73 1294 299199
73 2807 269926
73 3215 284233
73 3442 995042
73 5127 167052
73 6372 178213
73 7171 358539
73 7546 140982
73 7967 759143
73 8050 464689
73 9010 354749
74 904 51022
74 1402 704876
74 3236 727712
74 5211 24881
74 5388 387173
74 6129 878454
74 8057 413325
74 9086 100969
75 503 162565
75 1716 545230
75 3164 759591
75 3367 667872
75 4445 694641
75 4997 744393
75 6379 394836
75 7949 100403
75 9278 652446
75 9862 187392
76 1536 795920
76 3472 726557
76 4190 266220
76 6063 67750
76 7595 934882
76 7768 46097
76 7858 173402
76 9750 184033
77 1836 735462
77 2425 916666
77 4271 119974
77 5764 427419
77 6484 771178
77 8340 309308
77 8901 336627
78 907 496915
78 2574 461550
78 4052 805896
78 5343 163013
78 6112 157467
78 7565 165214
78 8777 325348
79 1243 109458
79 2290 810109
79 2405 80896
79 2479 337612
79 3138 183150
79 4271 620870
79 5072 100049
79 6561 431919
79 7434 970755
79 9368 832422
79 9596 420181
79 9656 929592
80 1954 171397
80 2460 915442
80 3548 708100
80 4149 122546
80 5643 465061
80 6299 906390
80 7430 2619
80 8826 94632
81 342 103432
81 2134 25753
81 3828 615020
81 4679 665983
81 6113 279434
81 6268 841849
81 7638 763455
81 9357 896766
82 1590 909853
82 1994 964112
82 2384 655901
82 3901 181050
82 4535 340651
82 4547 526033
82 6173 327763
82 6463 55057
82 8365 136394
82 9463 186921
83 1160 150706
83 2182 375235
83 2729 686747
83 3411 902621
83 4915 260994
83 5039 493357
83 6432 208587
83 6526 263645
83 6625 223143
83 7252 11101
83 8403 901011
83 9125 767265
84 210 339166
84 600 157228
84 1030 829986
84 1330 193136
84 2685 337886
84 4363 478102
84 4926 604650
84 6879 253908
84 7648 71309
84 8944 57707
85 1374 211806
85 2615 500271
85 3865 292395
85 5138 218328
85 5141 412925
85 5590 431520
85 7252 426028
85 9198 939999
85 9873 667081
86 643 369110
86 2441 203123
86 4192 820107
86 5215 822875
86 6974 318674
86 7547 37513
86 7857 608730
86 8607 460580
86 8935 215496
86 9136 82655
87 1560 351455
87 2922 901138
87 4397 213311
87 5525 166153
87 5908 88832
87 6613 765844
87 7591 612180
87 9533 151084
88 900 558842
88 1471 475741
88 2170 897237
88 2984 519452
88 3144 465145
88 4083 252364
88 4226 42789
88 4410 415598
88 4557 493673
88 5977 511809
88 7125 391924
88 7665 939980
88 8642 674383
88 9947 929508
89 825 31409
89 2309 529929
89 2636 1224
89 3259 865563
89 3293 162074
89 3364 583530
89 4725 24786
89 4746 972501
89 5712 95970
89 6355 594638
89 8092 266452
89 9874 713660
90 199 30988
90 1916 205769
90 2403 296041
90 2903 991895
90 4424 706780
90 4994 339096
90 6393 342132
90 7870 27824
90 8068 557359
90 9600 622984
91 120 240301
91 1460 201027
91 2742 139080
91 4564 797067
91 5647 675164
91 7170 400071
91 8047 421291
91 8952 853269
91 9090 385152
92 1006 861721
92 1235 170668
92 1431 504061
92 1914 318398
92 3325 672371
92 5050 299141
92 5445 214377
92 6273 803421
92 7927 288259
92 9166 879073
93 491 94595
93 2247 19630
93 2477 450664
93 3368 630371
93 3527 64031
93 4807 213879
93 5414 622299
93 5485 614668
93 6263 768820
93 6337 493148
93 7229 975215
93 9119 957268
93 9157 931662
94 387 235252
94 2372 69986
94 4370 12932
94 6107 233627
94 7264 610752
94 8129 675527
94 9036 686896
95 1228 797502
95 2677 627207
95 3190 86582
95 3208 120943
95 3281 655265
95 3430 224318
95 3954 220542
95 5926 651797
95 7108 907575
95 8885 219519
96 1152 379607
96 2695 628216
96 3398 494411
96 3485 985965
96 4783 463597
96 5876 495152
96 7269 822652
96 8929 815975
96 9946 544602
97 375 157102
97 1436 2805
97 3424 325036
97 4017 43525
97 4619 224726
97 5655 870526
97 7432 158994
97 7496 435993
97 9188 236474
97 9615 651656
97 9735 236023
98 1365 965415
98 2757 369282
98 4490 888412
98 4718 242484
98 5403 103681
98 6943 797842
98 6959 252927
98 7389 73893
98 9265 193507
99 496 1284
99 761 614464
99 2381 677961
99 3663 726050
99 5271 301405
99 5335 176708
99 6354 443830
99 6449 132652
99 8008 734859
99 9235 984042
100 1356 395581
100 3084 213275
100 3583 296514
100 4742 650378
100 4754 140438
100 5877 7647
100 6928 169938
100 8190 347011
100 9405 203663
101 1068 165726
101 2738 601989
101 4638 699768
101 5623 867462
101 6593 330215
101 8440 480865
102 1525 808592
102 2966 928277
102 4063 562603
102 5061 111465
102 6446 134124
102 7549 888439
102 7603 80369
102 9396 357624
102 9419 944762
103 200 314431
103 1123 92000
103 1666 81911
103 3471 481516
103 3941 843655
103 4313 990643
103 5386 287316
103 5465 51701
103 6225 345034
103 6919 20224
103 7333 797170
103 8656 969204
104 1791 237348
104 2981 20065
104 3082 204132
104 3591 496532
104 4642 594508
104 6064 633313
104 6372 541289
104 6502 913962
104 8159 68773
104 9541 307324
105 1183 216083
105 3059 752128
105 3358 760645
105 4647 891977
105 4839 683215
105 4850 483539
105 5250 648075
105 7238 862532
105 7818 194871
105 9748 261439
106 1344 848099
106 2916 641724
106 2968 299584
106 3456 315790
106 4707 561690
106 5922 339334
106 7836 673342
106 9816 34910
107 411 281102
107 599 128318
107 1583 596944
107 2319 462975
107 3786 443319
107 3975 389752
107 5077 428832
107 6062 69200
107 6462 595060
107 8061 524335
107 9956 179740
108 1689 100955
108 2952 657850
108 3592 111598
108 4343 29622
108 6240 973852
108 6397 740214
108 7581 565100
108 8526 750510
108 9440 992616
109 770 730069
109 2292 884002
109 3552 578277
109 4957 663214
109 5561 817304
109 6507 266541
109 7387 943900
109 9186 375081
110 1854 67831
110 2358 9644
110 2385 265017
110 2586 329214
110 3046 299149
110 3113 403730
110 3221 37117
110 3607 538176
110 4242 734739
110 6025 485263
110 6165 516997
110 6379 547443
110 6669 370754
110 7339 820189
110 8239 639750
110 9310 54647
111 2038 580638
111 3988 649295
111 4822 627515
111 6572 662335
111 8150 399479
111 8588 260694
111 8801 524966
112 1411 378748
112 2346 747794
112 4082 273504
112 5310 772029
112 5912 76253
112 6473 817505
112 6819 195988
112 7315 972626
112 7577 969133
112 8148 745908
112 8463 382086
113 758 122015
113 2238 465086
113 3290 424048
113 3333 66732
113 5027 885143
113 5041 189488
113 6267 25869
113 7330 585607
113 7796 77316
113 8311 3971
113 8320 406502
113 9134 798634
114 408 69557
114 1422 726612
114 3408 507023
114 4660 90000
114 5510 702690
114 6909 104897
114 7989 88482
114 8575 94222
114 9066 252425
115 823 253488
115 2221 53177
115 3368 703916
115 4507 673159
115 4917 482308
115 5054 129876
115 5652 57693
115 6538 603209
115 6564 885908
115 7021 148377
115 7774 543498
115 9545 188001
116 365 250938
116 1156 583095
116 2511 754590
116 4309 756842
116 6292 502975
116 8276 951898
116 8737 793494
116 9392 558769
117 644 435366
117 662 87416
117 1580 414047
117 3247 879378
117 3662 56423
117 4529 216190
117 5296 691796
117 6082 11704
117 6664 57880
117 7718 809523
117 7744 271895
117 9597 527000
117 9823 42102
118 186 620757
118 758 49
118 2389 630289
118 2452 449398
118 3655 286109
118 4715 580932
118 5587 511834
118 5734 97413
118 6330 211942
118 6524 284299
118 7395 146425
118 8744 76393
118 9190 587595
118 9783 697445
118 9952 208694
119 355 345798
119 527 198284
119 1951 158813
119 2293 640821
119 2304 872803
119 2532 441294
119 2554 608061
119 3990 851434
119 4994 173377
119 6969 681303
119 7212 86399
119 8211 32987
119 9052 100945
120 753 597113
120 1018 804237
120 2362 270414
120 3119 509980
120 4953 491569
120 5622 619006
120 7197 485823
120 8427 793220
121 1407 754656
121 2676 720294
121 2700 547599
121 4640 884623
121 6630 431294
121 8583 890834
121 8813 633532
122 1813 558148
122 1860 957390
122 2413 14807
122 3774 806742
122 4493 564034
122 6233 374649
122 8081 140973
122 9941 806044
123 634 413664
123 1881 366891
123 3136 135190
123 4993 595248
123 5468 201813
123 5893 615061
123 7581 880242
123 8328 426187
123 8964 218136
124 1914 685497
124 3739 632512
124 5613 3568
124 7117 332077
124 8001 691368
124 8113 641494
124 8339 68128
124 9075 13468
125 399 781324
125 1020 593104
125 2501 143401
125 2657 851172
125 4643 985258
125 6346 134978
125 7732 564794
125 8495 405234
125 9461 893627
126 1008 417130
126 2535 839769
126 3376 673995
126 4982 755071
126 5096 372698
126 5626 771495
126 6593 66206
126 7056 992422
126 8738 55863
126 9312 933205
126 9508 185831
127 1296 905568
127 1340 508288
127 2133 467014
127 4039 998251
127 5930 335387
127 6056 2011
127 6632 208120
127 8245 231646
127 8474 888662
127 8997 238075
128 852 150537
128 1245 664761
128 1988 997322
128 3946 351294
128 5443 324864
128 5902 605064
128 7158 106746
128 7363 116269
128 8362 946807
128 8869 360385
129 642 836960
129 2037 796481
129 2986 671979
129 4472 617828
129 4869 489465
129 5768 93285
129 7622 381660
129 7645 283527
129 9610 167317
130 954 282127
130 1385 986435
130 2249 52991
130 2944 413866
130 4733 381205
130 5327 997073
130 5393 127554
130 6208 974546
130 7058 907146
130 7086 846677
130 8624 181844
131 950 468049
131 2529 759197
131 4097 957547
131 4954 250942
131 5672 724983
131 7040 281153
131 8882 408358
131 9077 44059
131 9572 797752
132 2047 975817
132 2597 156733
132 3303 207403
132 5173 159089
132 5597 913764
132 6522 166703
132 7100 808973
132 7729 616126
132 8617 102175
132 9596 327830
133 2090 683197
133 2830 414155
133 4729 127291
133 4934 532397
133 5968 309209
133 6275 900850
133 8029 643391
133 9932 11509
134 1122 98284
134 2490 900268
134 3468 994301
134 5052 409610
134 5822 818828
134 5950 185752
134 6599 457723
134 6656 346197
134 7467 900211
134 7558 812101
134 8321 2839
134 9451 700324
135 462 988077
135 1342 554585
135 2919 356492
135 4839 614212
135 5046 14187
135 6231 4507
135 6350 805146
135 7622 574946
135 9243 833376
136 1476 319432
136 1610 492154
136 3596 54581
136 4194 127104
136 5605 74083
136 7024 546908
136 7781 331848
136 9564 299341
137 407 413261
137 2387 46480
137 4178 857520
137 5508 699913
137 6166 214957
137 7368 12282
137 7692 29147
137 9661 884107
138 256 620092
138 2109 165071
138 3649 725267
138 4794 90962
138 5312 500257
138 6113 468304
138 7703 270577
138 8624 729202
138 9528 67400
139 558 151081
139 2159 769080
139 2189 196806
139 3895 414357
139 5840 633678
139 6648 355577
139 6792 951251
139 8217 143214
139 9003 265043
139 9710 822100
140 1451 761252
140 1659 714904
140 1831 59133
140 2280 797079
140 2804 149793
140 4298 793957
140 5687 188925
140 7669 268546
140 8295 90690
140 8781 120304
141 199 614799
141 939 389838
141 1295 587881
141 2520 173066
141 4492 224785
141 4865 171224
141 5853 319628
141 7596 838472
141 8021 32822
141 9365 462569
142 1438 534309
142 3021 435281
142 3867 644565
142 4181 813688
142 5393 464163
142 5486 896010
142 6384 569931
142 6745 908778
142 8248 859779
142 9346 482287
142 9845 522673
143 617 758415
143 707 96902
143 2287 97789
143 3749 760246
143 4829 93770
143 5006 324712
143 5970 562741
143 6991 226651
143 8939 831183
144 2097 668432
144 3466 426669
144 5020 266875
144 5459 928655
144 6612 750941
144 8283 527131
144 9694 726085
145 805 550017
145 2157 224126
145 2411 130787
145 2650 228434
145 4140 763558
145 5658 822514
145 5858 151469
145 5899 429647
145 7668 838472
145 8679 834438
145 9052 705886
145 9924 377027
146 307 344697
146 819 439575
146 1945 158435
146 2527 137142
146 2661 844707
146 4404 46920
146 5698 708529
146 6103 958851
146 6145 841271
146 7544 683863
146 8851 895045
147 273 334055
147 333 814503
147 2265 563288
147 4138 11322
147 5582 568922
147 5763 907370
147 6158 184616
147 8105 325888
147 8850 889006
148 161 600651
148 663 166421
148 2156 46900
148 3839 541247
148 4593 535345
148 4876 822384
148 6695 286690
148 7487 232321
148 8456 828079
148 8997 854290
149 1607 396823
149 2842 214208
149 4624 247537
149 4711 198530
149 5245 829717
149 6135 737184
149 6701 545311
149 7726 907465
149 9067 870623
149 9281 604686
150 1096 538856
150 3035 241741
150 4203 952911
150 6014 744064
150 7559 365684
150 9429 720367
151 224 334500
151 1022 40164
151 2395 985688
151 2619 428267
151 3834 246793
151 5403 52243
151 6005 42913
151 6863 308819
151 8805 746115
152 945 372405
152 2793 990316
152 4452 630014
152 5176 165207
152 6865 536597
152 8782 597310
152 9447 736416
152 9551 76828
153 1940 463051
153 1987 671357
153 2175 703971
153 3767 896793
153 4994 162805
153 6949 943525
153 8212 524071
153 8877 314019
154 1131 155677
154 3055 403704
154 3931 709968
154 4575 239148
154 5845 493312
154 7753 753729
154 7885 794048
154 9748 549534
155 1370 292073
155 1778 97162
155 2987 7990
155 3297 427168
155 4803 201576
155 6385 114175
155 7971 35499
155 9470 187615
156 1706 508490
156 1792 160197
156 3773 283359
156 5273 755892
156 6704 739987
156 6987 739297
156 8852 590728
156 9711 614289
157 174 319498
157 1643 986330
157 2652 294978
157 2902 730594
157 4046 736191
157 4130 708998
157 5927 32210
157 6470 948638
157 6761 572739
157 7728 808001
157 7963 1210
157 9390 482573
158 877 288437
158 1089 729933
158 1807 993699
158 3752 738567
158 4915 442627
158 6486 148492
158 7358 732164
158 8990 399414
158 9585 782981
159 1311 195524
159 1503 571446
159 1757 517162
159 3195 510844
159 3559 257220
159 5320 585856
159 5606 798197
159 6021 604219
159 7283 754113
159 7442 472180
159 9065 503137
160 271 166360
160 528 830098
160 2294 253208
160 3364 405328
160 3719 808593
160 5586 904153
160 6781 227029
160 8719 120390
161 1315 630150
161 3258 931443
161 3949 124361
161 5602 678308
161 6420 596168
161 6900 518796
161 8196 140581
161 9098 265656
162 1509 347773
162 2250 234421
162 3694 481451
162 5051 979314
162 6646 168907
162 6980 701889
162 8621 984429
162 9659 435790
163 991 896832
163 2067 742485
163 3551 900249
163 4547 758319
163 5583 470647
163 6826 210294
163 7472 794432
163 9108 600418
164 568 386213
164 1535 141765
164 3054 842917
164 4069 88208
164 4866 632659
164 5495 820190
164 6288 937351
164 7302 481624
164 7724 285850
164 9179 826670
165 1934 762058
165 3769 263016
165 4112 380485
165 5551 803982
165 6797 33315
165 7179 883459
165 7456 44498
165 8781 333545
166 1694 394694
166 2209 926160
166 3436 121663
166 4939 758244
166 6569 306280
166 7006 209089
166 8300 217633
166 9153 411351
167 2031 383693
167 2679 893659
167 4345 772249
167 5310 90403
167 5361 417597
167 6605 937379
167 8090 39108
167 8993 178530
168 1578 909757
168 3206 613268
168 3550 817261
168 5442 744785
168 6135 85189
168 6896 599550
168 7427 340580
168 9188 880223
169 1584 584240
169 3404 772735
169 4039 76226
169 4714 325882
169 6311 974164
169 7644 320855
169 8329 457306
169 8941 62441
170 398 763137
170 936 636123
170 2849 547586
170 4152 503029
170 5279 734189
170 7232 582892
170 7635 975531
170 8289 714994
170 9987 717741
171 2091 424415
171 2297 969520
171 3219 629542
171 3937 583963
171 4777 877333
171 5524 274476
171 7432 925883
171 8441 230030
172 763 467684
172 1931 974073
172 3795 813124
172 5103 332622
172 6101 18318
172 8061 184700
172 8111 469939
172 8726 676816
172 8866 626486
173 203 949555
173 1895 967225
173 3126 338442
173 4818 937143
173 5135 4705
173 6651 214463
173 8294 151200
174 237 869415
174 1334 395375
174 1715 302099
174 3399 282344
174 4189 666089
174 4815 143760
174 5711 486770
174 6300 450985
174 7447 236143
174 8119 334371
174 9488 481466
174 9546 516511
174 9676 97114
175 1115 445108
175 2685 176922
175 3852 253336
175 3866 678893
175 3930 992464
175 4854 286759
175 6455 275012
175 7836 139360
175 8091 558502
176 1412 925648
176 1846 211911
176 1856 757807
176 3576 836071
176 4237 471853
176 5766 507039
176 6907 894636
176 7863 158062
176 9661 660644
177 863 148707
177 1746 465965
177 3204 836487
177 4172 507194
177 4363 391579
177 4402 434490
177 5212 507686
177 6132 705072
177 6175 887078
177 6963 636465
177 8697 902992
178 1299 884132
178 2272 592080
178 2809 158774
178 3524 406964
178 5332 917774
178 7174 481772
178 8753 600680
178 9841 376772
179 841 475162
179 2545 623827
179 3736 656627
179 4626 783237
179 6322 243681
179 6367 221433
179 7384 538390
179 8285 547148
179 9643 30981
180 307 800047
180 1299 726290
180 3111 276837
180 3517 587394
180 5377 979849
180 5886 3082
180 6744 955670
180 7525 250684
180 8381 703407
180 9950 754444
181 1779 206841
181 3009 2618
181 4231 940135
181 4340 780583
181 5447 688145
181 6504 771153
181 7636 217347
181 8949 510320
181 9049 109058
181 9225 437948
182 1435 64805
182 3367 470389
182 4847 549144
182 4986 411404
182 6565 453592
182 7914 510419
182 8731 269966
183 1130 852427
183 1696 866057
183 2259 43627
183 3813 257699
183 5130 675222
183 5140 235420
183 5411 188541
183 6770 890189
183 6911 254515
183 7380 82529
183 7722 533612
183 8385 497745
183 9923 226254
184 489 697423
184 1892 152296
184 2257 920181
184 3115 974774
184 3855 748484
184 4178 234790
184 4326 319896
184 5473 277567
184 5635 707688
184 6908 510703
184 7084 238139
