10000 96543
23 3127 379999
23 3184 554825
23 3264 565444
23 4228 933364
23 4766 847191
23 4854 242364
23 5642 858011
23 6381 952083
23 6518 203898
23 6913 216664
23 7411 347290
23 8409 584631
23 9119 130825
23 9409 750616
23 9820 17662
23 9897 324997
23 9901 475490
24 459 557281
24 939 415799
24 1753 142022
24 1987 979529
24 2792 355596
24 3407 495240
24 4136 615512
24 5118 90744
24 5475 971272
24 6213 218987
24 7190 922914
24 7463 194945
24 8135 999286
24 8504 513668
24 9141 502858
24 9321 912075
24 9804 204663
25 673 346681
25 1475 293177
25 2308 697398
25 3095 901424
25 3569 836651
25 3971 662217
25 3974 496673
25 4276 689990
25 5273 377216
25 5883 135941
25 6766 187247
25 7072 595903
25 7951 182515
25 8029 45305
25 8374 743093
25 8892 588997
25 9009 747675
25 9526 12305
25 9590 103307
26 563 456305
26 685 195106
26 989 452146
26 1392 133645
26 1530 26618
26 2132 45431
26 2981 508848
26 3065 704751
26 3139 423950
26 3315 203730
26 3606 502620
26 4201 288287
26 4933 357270
26 5084 121037
26 5765 822809
26 5870 335222
26 5976 990230
26 6647 722765
26 7014 696077
26 7415 351860
26 7454 694358
26 8088 347891
26 8637 638721
26 9622 361626
27 187 81703
27 1140 831132
27 1434 566591
27 2293 48563
27 2382 577247
27 2973 108897
27 3320 218812
27 4318 634928
27 5148 110762
27 5790 477907
27 6300 945502
27 7241 177867
27 7372 581183
27 7783 14204
27 7946 775388
27 8808 478678
27 8891 355170
27 9692 548380
27 9796 766016
28 220 859610
28 1096 833088
28 2049 732040
28 2131 139232
28 2348 848195
28 3218 508123
28 3919 678371
28 4330 509567
28 5179 838945
28 6153 68052
28 6608 698713
28 6869 984133
28 7660 16430
28 7941 620522
28 8822 92648
28 8977 695076
28 9227 763387
28 9735 940206
29 970 595785
29 1956 630135
29 2606 550109
29 2789 523372
29 3656 504102
29 3873 646812
29 4296 161620
29 4558 126135
29 4787 652746
29 5709 872010
29 6084 302443
29 6971 72022
29 7917 54314
29 8184 832332
29 9001 480824
29 9098 880761
29 9699 886086
29 9939 921606
30 452 444974
30 857 525875
30 1395 923568
30 1688 216509
30 1865 79428
30 2598 761275
30 2943 427743
30 3588 580139
30 4213 812666
30 4293 324938
30 4574 997763
30 4677 350456
30 5532 337215
30 5936 727941
30 6386 865010
30 7212 386228
30 8187 957234
30 8281 364868
30 8426 865391
30 8794 989326
30 9604 137105
31 537 564843
31 773 318996
31 1588 820253
31 1660 676752
31 2541 965834
31 2743 40337
31 2780 470417
31 3516 568329
31 3730 848745
31 3880 737441
31 3947 238736
31 4830 39934
31 5706 547625
31 6356 625201
31 7138 274754
31 7278 747643
31 8218 899731
31 8848 707758
31 9176 551057
31 9677 926212
32 87 482896
32 358 504471
32 1338 925599
32 2018 348076
32 2762 109473
32 2901 929479
32 3604 579424
32 3955 855679
32 4024 706903
32 4480 508174
32 4519 612098
32 4628 15121
32 4703 571866
32 5147 746132
32 5862 694008
32 6224 506773
32 7119 136636
32 7706 159878
32 7932 899622
32 8878 269325
32 8964 47440
32 9760 317144
32 9967 280502
33 661 987400
33 1282 884801
33 2068 682070
33 2326 634259
33 2467 353475
33 3165 623272
33 3350 96057
33 3979 849309
33 4927 55616
33 5170 949177
33 5359 792865
33 5829 903513
33 6127 20909
33 6431 635442
33 6895 899157
33 7498 57095
33 8399 878228
33 8638 22042
33 8927 239852
33 9219 437433
33 9538 58346
33 9586 935859
33 9980 496032
34 727 551643
34 1481 892870
34 2308 987618
34 2995 89340
34 3907 403596
34 4898 457705
34 5305 607148
34 5608 657501
34 6004 660530
34 6091 548437
34 6258 871939
34 6983 690951
34 7236 779422
34 8231 401111
34 9042 764026
34 9660 393860
35 407 286725
35 1246 884989
35 1653 623530
35 1901 589354
35 2418 164952
35 3174 455016
35 3425 363608
35 3832 124132
35 4523 529843
35 4817 867629
35 5732 552245
35 5961 546688
35 6548 766691
35 7043 100612
35 7348 390706
35 7968 883032
35 8390 466815
35 8754 863184
35 9090 991616
35 9972 421856
36 1025 393219
36 1186 554949
36 1807 744293
36 2442 420816
36 3376 934615
36 3454 190530
36 3645 734766
36 3757 66881
36 4365 144076
36 4546 122313
36 4589 935564
36 4671 59857
36 5595 695617
36 5784 211539
36 6278 572044
36 6723 855839
36 7330 504610
36 8109 856231
36 8355 477769
36 8745 403535
36 9472 981472
36 9529 228921
37 557 812149
37 745 781595
37 1071 86500
37 1705 800241
37 2282 950842
37 2442 614545
37 2468 231698
37 2855 189422
37 3346 651225
37 3370 137100
37 3721 527254
37 4414 572471
37 5406 338579
37 5599 818463
37 6230 246465
37 6621 86507
37 7226 531582
37 7671 923286
37 7744 275434
37 8263 537005
37 8531 743682
37 9072 327297
37 9796 946931
38 252 114503
38 337 777665
38 538 231339
38 1243 781671
38 1921 51283
38 2132 919492
38 2394 45675
38 3272 586768
38 3900 18459
38 4460 60265
38 5339 762994
38 6118 206235
38 6375 43813
38 6498 832905
38 7030 337406
38 7993 176101
38 8245 570051
38 9002 177457
38 9735 182817
38 9854 902414
38 9945 274686
39 391 320356
39 517 837471
39 848 843584
39 875 517596
39 1685 88020
39 2055 719044
39 2679 861534
39 3194 426528
39 3607 446920
39 4093 89513
39 4260 378889
39 4877 108975
39 5494 742433
39 5584 599031
39 6456 342775
39 6731 227227
39 7205 762405
39 7895 153161
39 8227 389720
39 8975 635146
39 9058 488473
39 9591 587710
40 87 530585
40 850 943318
40 1269 869276
40 2102 718307
40 2342 983807
40 2613 204025
40 2857 46653
40 3749 427370
40 4673 440470
40 4865 262680
40 5020 276352
40 5027 411226
40 5122 536504
40 5778 951919
40 5811 25717
40 6724 903435
40 7370 598032
40 7467 412068
40 7766 237933
40 8484 928894
40 8567 577992
40 8829 306331
40 9466 862509
40 9510 124916
41 276 387591
41 753 649586
41 1698 252055
41 1726 825449
41 2432 64947
41 3261 715775
41 3468 168615
41 3884 481238
41 4591 200483
41 5475 285991
41 6023 910130
41 6093 457891
41 6480 846752
41 7355 421896
41 8146 723790
41 8360 986382
41 9084 565694
42 711 817744
42 1050 258469
42 1848 846637
42 2141 223572
42 2332 692259
42 3315 243781
42 3629 728817
42 4289 26304
42 5001 135141
42 5722 66602
42 6598 413472
42 7071 149123
42 7682 389262
42 8014 12992
42 8348 472377
42 8646 450006
42 8759 430640
42 9577 797914
43 505 537833
43 1316 440720
43 2127 283591
43 2156 794979
43 2754 723685
43 3440 160091
43 3841 470287
43 4803 703873
43 5558 36436
43 6037 41369
43 6800 259822
43 7498 899139
43 7613 541055
43 8212 372107
43 8432 19864
43 9154 30685
43 9842 721888
44 894 521826
44 1671 418828
44 2443 892461
44 2952 706862
44 3809 292796
44 3980 403081
44 4878 630606
44 5785 502618
44 6501 909728
44 7164 472854
44 8003 651069
44 8804 223297
44 9088 714664
44 9454 963968
45 295 951716
45 844 149075
45 1332 831377
45 2174 529300
45 3055 919055
45 3207 463028
45 3428 631585
45 3702 143826
45 4189 943243
45 4726 191215
45 5628 706743
45 6029 704322
45 6568 265697
45 7170 632554
45 7228 117921
45 7477 798311
45 8105 833802
45 8835 706471
45 9357 675927
46 800 594978
46 1066 814782
46 1612 95850
46 2015 768372
46 2347 198645
46 2603 84898
46 3497 708998
46 3791 956216
46 4675 392990
46 5488 775790
46 5532 228085
46 5566 878706
46 6275 547187
46 7058 520531
46 7762 534710
46 8403 80462
46 8434 253262
46 9021 270580
46 9476 666993
46 9771 759142
47 598 844036
47 1473 782900
47 1798 590090
47 1930 364315
47 2180 701921
47 2886 928334
47 3188 839763
47 3578 962489
47 4120 262921
47 4660 749603
47 5569 804353
47 6550 305170
47 7485 698912
47 8105 399279
47 8308 929761
47 8564 328109
47 8704 931486
47 9056 261469
47 9623 553487
47 9750 738172
48 232 182853
48 637 942946
48 876 182245
48 1711 704511
48 2491 423789
48 2906 194133
48 3023 577936
48 3438 551029
48 4341 325694
48 4920 711015
48 5217 649687
48 5368 554782
48 5402 778971
48 6098 346873
48 6191 330867
48 7162 540632
48 7225 338379
48 8146 955305
48 8761 157760
48 8920 426751
48 9812 448929
49 58 26860
49 699 17389
49 809 905686
49 1772 35477
49 2750 988649
49 3373 600111
49 3403 815593
49 4205 128902
49 4238 40020
49 4459 793664
49 4538 618599
49 5118 541735
49 5328 467691
49 6218 565960
49 7149 166818
49 7331 548295
49 7353 766826
49 8028 34487
49 8884 904641
49 9839 717837
50 627 834296
50 1289 438521
50 1734 836916
50 2635 583465
50 2767 517916
50 3658 735730
50 4502 711625
50 4789 811886
50 5651 473598
50 6463 629032
50 7238 442106
50 7639 459953
50 8415 889887
50 9219 428768
51 1039 838400
51 1805 233635
51 1863 537639
51 1939 383325
51 2826 360540
51 3278 779803
51 4056 752533
51 5050 274754
51 5866 935879
51 6830 133765
51 6869 365995
51 7405 304496
51 7796 286840
51 8416 627629
51 9407 257387
52 382 95783
52 962 84965
52 1150 740570
52 1186 25512
52 1638 738927
52 1949 298606
52 2649 794843
52 3244 576805
52 3250 874826
52 4014 588771
52 4874 196110
52 5528 525355
52 6024 702493
52 6346 561477
52 7177 127709
52 7463 522164
52 8298 351869
52 8418 382026
52 9200 985511
53 639 724433
53 830 426191
53 1310 277385
53 1444 119637
53 1831 756311
53 2227 837509
53 2393 629506
53 2551 18872
53 2900 472002
53 3090 124825
53 3918 533250
53 4377 181343
53 4457 174679
53 5268 171457
53 5725 290321
53 6058 911046
53 6156 577879
53 6736 557581
53 6991 735069
53 7200 103997
53 7571 626961
53 8068 984892
53 8878 711010
53 8986 336162
53 9341 925653
53 9672 358538
54 843 539877
54 1168 974819
54 1851 419781
54 2122 651355
54 2231 185668
54 2679 609339
54 2923 256381
54 3512 290664
54 4449 568586
54 4480 76897
54 4910 766922
54 5612 253792
54 5989 702216
54 6131 729029
54 7025 311680
54 7943 996038
54 8843 436246
54 9691 728938
55 526 380288
55 1356 431138
55 1440 13168
55 2169 335464
55 2922 277393
55 3318 562690
55 3737 378645
55 4204 342692
55 4898 359258
55 4963 446909
55 5711 875093
55 5861 140427
55 6220 155187
55 6894 531956
55 7277 753611
55 7599 887857
55 7841 824507
55 8827 245681
55 9494 822071
55 9630 831775
56 940 910812
56 1813 777880
56 2087 17916
56 2656 891884
56 2984 485830
56 3611 71773
56 4586 377405
56 4713 316514
56 5139 699434
56 6031 672036
56 6134 363100
56 6759 944610
56 7192 84306
56 7464 20503
56 8253 130398
56 9206 64676
56 9407 795181
57 531 329445
57 999 465709
57 1767 367297
57 2450 81540
57 2717 80087
57 2731 845132
57 3591 948448
57 3610 186895
57 4156 683470
57 5024 529507
57 5923 626173
57 6049 418753
57 7006 958523
57 7708 388985
57 8427 850234
57 9306 573549
57 9976 145702
58 848 512994
58 1132 787329
58 1741 854722
58 2080 886740
58 2658 501138
58 3413 72824
58 3444 890576
58 4131 615538
58 4601 240859
58 4612 191223
58 4776 918534
58 5048 470500
58 5296 612857
58 6022 491796
58 6897 880428
58 7290 14668
58 7703 822032
58 8043 435025
58 8788 871034
58 9545 46326
58 9708 528867
58 9850 974550
59 887 106435
59 1143 491039
59 1584 415830
59 1782 984974
59 2231 43049
59 2801 791305
59 3571 911365
59 3746 658197
59 3851 631194
59 4809 297136
59 5339 2982
59 6216 820563
59 6302 536554
59 6376 369952
59 7067 683623
59 7801 905875
59 8202 530345
59 9107 372845
59 9273 969458
59 9436 124618
60 792 432270
60 1411 721448
60 2204 964816
60 2753 679986
60 2874 10036
60 3737 52102
60 3997 482778
60 4533 36814
60 4732 295839
60 5584 391821
60 6152 631078
60 6721 131912
60 7051 587413
60 7476 513787
60 8047 235394
60 8679 271658
60 8687 865607
60 8785 232804
60 9551 189650
60 9684 395890
60 9713 91352
61 702 574125
61 1572 285806
61 1891 669709
61 2544 190491
61 3168 642083
61 3575 435888
61 3983 508819
61 4643 216547
61 5381 782054
61 5907 758395
61 5964 641132
61 6452 715212
61 6697 457489
61 7389 900134
61 8255 268395
61 8720 422510
61 9231 754690
61 9538 641185
61 9928 719315
61 9947 728370
62 487 164253
62 1284 294596
62 2192 280695
62 2873 9313
62 3089 572427
62 3806 213700
62 4069 723280
62 5009 814103
62 5977 618074
62 6941 652362
62 7827 926473
62 8048 753575
62 8823 168757
62 9136 870442
62 9260 939034
63 611 103282
63 1585 113495
63 2122 576668
63 2645 339850
63 3525 499950
63 4439 846579
63 4647 71194
63 5513 154310
63 6022 698939
63 6644 623870
63 6816 101094
63 7254 967747
63 7471 320195
63 7878 122658
63 8192 117440
63 9023 172217
63 9088 166809
63 9144 67605
63 9612 729582
64 763 229527
64 827 255629
64 909 859257
64 1400 756744
64 2161 551781
64 2522 970982
64 3471 548806
64 4239 250047
64 4609 475314
64 5058 956379
64 5681 62240
64 5887 517191
64 6539 994014
64 6781 899608
64 7610 565176
64 8012 146532
64 8706 611469
64 9210 397132
64 9279 254998
65 894 323127
65 1121 305162
65 1192 150384
65 2117 339117
65 2867 419238
65 3780 424128
65 3988 862504
65 4317 797751
65 4468 761694
65 4808 77758
65 5327 198515
65 5834 678402
65 6039 545327
65 6292 906688
65 6683 884603
65 7233 866575
65 7954 662132
65 8683 296795
65 9190 632009
65 9445 280260
66 233 704384
66 1031 815022
66 1091 645900
66 1259 233754
66 1495 70925
66 2115 477750
66 2895 960373
66 3197 550106
66 4170 893989
66 4663 474575
66 5197 465419
66 5488 616665
66 5631 979085
66 6151 785504
66 6838 225779
66 6928 600209
66 7434 201243
66 7656 918570
66 7791 408393
66 8458 126374
66 9120 950642
66 9587 445
66 9945 624125
67 397 518109
67 783 8257
67 1774 614805
67 2317 122007
67 2612 185980
67 3134 70150
67 3796 809653
67 4031 433871
67 4185 140830
67 4625 691075
67 4937 290185
67 5026 147037
67 5868 343082
67 6367 802638
67 6802 891623
67 7329 304121
67 7405 535269
67 7774 431422
67 7839 519267
67 8611 434715
67 8849 137298
67 9706 538904
67 10000 444447
68 186 235803
68 806 854561
68 1676 605935
68 2413 319314
68 3376 946934
68 3764 536818
68 4679 949178
68 5463 651798
68 6105 387215
68 6163 82014
68 6791 853478
68 7064 888404
68 7248 822866
68 7293 309396
68 7406 521694
68 7593 883586
68 8081 371810
68 8220 684361
68 8309 399231
68 8976 763407
68 9485 182410
69 492 131583
69 844 296572
69 1065 664918
69 1690 499586
69 2584 337102
69 2790 404649
69 3424 956424
69 3465 967381
69 3997 984734
69 4560 718118
69 4777 125725
69 5381 942930
69 6190 888186
69 7134 899567
69 7824 645353
69 7955 395469
69 8234 993838
69 8266 710855
69 9013 692013
69 9798 174996
70 1060 579640
70 1503 816765
70 2179 170824
70 2472 27409
70 3206 885762
70 4180 50458
70 4541 228903
70 5155 262898
70 5997 602533
70 6933 337194
70 7592 441756
70 8060 312496
70 8195 857675
70 8785 342147
70 9240 662586
70 9841 444800
71 114 261561
71 359 778218
71 1208 345005
71 2156 314962
71 3130 269757
71 3800 859876
71 4519 952567
71 4584 575251
71 5082 405258
71 5987 924253
71 6061 722752
71 6797 409748
71 7486 432882
71 8036 389274
71 8866 955349
71 9705 444229
72 507 222442
72 608 810439
72 1345 961062
72 1754 711494
72 2481 817636
72 2689 603294
72 3386 775810
72 3525 807306
72 3587 42744
72 4314 425165
72 4789 285474
72 5638 82708
72 6009 541123
72 6543 267720
72 6852 880114
72 7820 670747
72 8367 647073
72 8896 544288
72 9022 438941
72 9147 775209
73 757 894850
73 1726 748493
73 2710 982274
73 3612 56079
73 4609 876066
73 5510 659822
73 6420 788609
73 6609 85384
73 7099 756260
73 7787 104603
73 8010 477786
73 8507 404295
73 8818 267784
73 9587 430603
73 9843 303977
74 1013 715174
74 1852 793783
74 2357 877113
74 3037 784584
74 3494 120745
74 4326 427630
74 4977 311792
74 5143 234034
74 5420 672425
74 5490 157231
74 6486 518855
74 7210 350290
74 7723 664859
74 8129 941116
74 8240 215734
74 9222 750053
75 896 543832
75 1300 949285
75 1807 960339
75 2544 909252
75 2710 628366
75 2960 278958
75 3840 808283
75 4422 733304
75 5122 488813
75 5417 400907
75 6301 545937
75 6716 550742
75 7406 852530
75 8254 673424
75 8762 38253
75 9432 69332
75 9860 780077
76 362 256763
76 1058 828889
76 1335 880413
76 1469 535586
76 1757 727769
76 1920 190944
76 2384 872327
76 2970 494370
76 3176 448874
76 3957 825300
76 4517 774662
76 5012 579983
76 5177 668099
76 5825 873848
76 6347 997077
76 7150 169812
76 7333 660854
76 8025 510463
76 8636 918182
76 8676 515254
76 9618 429559
76 9807 255761
77 204 266479
77 639 58000
77 1246 401734
77 1801 963268
77 2377 60889
77 3158 699675
77 4043 157980
77 4587 791313
77 4718 152355
77 5209 743984
77 5604 71954
77 6546 585576
77 7535 833196
77 8400 63899
77 9132 3625
77 9904 664862
77 9999 458562
78 131 376643
78 891 938321
78 1105 781001
78 1554 624240
78 2435 380428
78 3215 850193
78 3769 759134
78 4448 723890
78 5324 999984
78 5503 528451
78 5824 391374
78 6487 698219
78 6589 796288
78 7575 111963
78 8305 38899
78 8469 557787
78 9002 554928
78 9453 823751
79 978 447986
79 1130 131678
79 1243 761344
79 1471 330247
79 1841 835469
79 2311 205706
79 2954 317921
79 2976 301369
79 3555 538240
79 4021 423218
79 4595 376780
79 4891 157472
79 5831 80082
79 6184 799219
79 7064 913103
79 7550 360134
79 7982 78993
79 8785 448549
79 9465 603386
79 9604 46053
80 688 768106
80 1529 918880
80 1652 650209
80 2459 662715
80 2481 485376
80 2765 808153
80 3432 455107
80 3520 604100
80 3975 851658
80 4950 973909
80 5441 573108
80 6130 98483
80 6389 332589
80 6547 184644
80 7270 17563
80 8108 228686
80 8768 488682
80 9678 910139
80 9912 726072
81 688 211443
81 816 894759
81 922 325586
81 1117 823205
81 1154 315204
81 1682 360297
81 2373 641987
81 3354 949525
81 3595 60569
81 3626 407885
81 4265 454945
81 4983 949677
81 5935 552751
81 6517 667090
81 7497 339653
81 8427 810942
81 8514 110413
81 9206 286548
81 9549 652890
82 461 968090
82 1085 182675
82 1213 820610
82 1865 285004
82 2712 487572
82 2742 968083
82 2949 177326
82 3745 641883
82 4019 584898
82 4831 601363
82 5056 627816
82 5697 120166
82 5947 984405
82 6800 981798
82 7543 995095
82 8433 275477
82 8961 786517
82 9457 815011
82 9927 885151
82 9933 683672
82 9999 822392
83 707 999713
83 1600 739506
83 2582 268790
83 3247 51697
83 3609 655480
83 4294 214527
83 5020 910089
83 5748 848875
83 5928 551822
83 6688 638656
83 7385 759628
83 7532 362707
83 7977 14649
83 8685 83117
83 8748 285099
83 8958 517690
83 9114 451459
83 9302 251493
83 9894 801208
84 1038 973036
84 1255 61832
84 2012 171658
84 2567 688983
84 3400 686728
84 3490 689840
84 3910 421717
84 4245 597126
84 4754 833983
84 4936 420625
84 4977 377632
84 5160 771731
84 5943 155993
84 6209 430276
84 6789 862825
84 7593 239889
84 8445 995025
84 9158 675964
84 9184 920271
85 295 606995
85 322 424049
85 732 965095
85 1111 954888
85 1711 593714
85 1776 239576
85 1878 908696
85 1984 652184
85 2811 100098
85 3608 34102
85 3634 576622
85 3887 248914
85 4356 311629
85 4978 88433
85 5628 987245
85 5994 728863
85 6577 996749
85 6833 468348
85 7020 428990
85 7247 780790
85 7942 470647
85 8652 903153
85 9339 997171
85 9667 499517
85 9928 269129
86 724 845746
86 1290 871551
86 1852 678195
86 2373 862994
86 2565 442117
86 3273 918055
86 3968 829456
86 4626 21042
86 5616 532647
86 6233 604780
86 6571 947615
86 7408 458490
86 7705 655007
86 7870 859165
86 8485 799293
86 8959 891256
86 9341 792044
86 9492 935948
86 9722 734027
87 860 176139
87 1852 610179
87 2681 493799
87 3513 266222
87 4298 246479
87 4484 438916
87 4648 690801
87 4748 293005
87 4841 784458
87 5006 393258
87 5075 138810
87 5802 460676
87 5989 127122
87 6163 752486
87 6862 990200
87 7629 289476
87 7959 732114
87 8605 411514
87 9510 613482
87 9590 543693
87 9894 937269
88 555 628065
88 606 503823
88 1112 896508
88 2095 588115
88 3019 982144
88 3208 926600
88 3887 50311
88 4656 551164
88 4661 689321
88 4939 969832
88 5585 867392
88 6059 783512
88 6351 999307
88 6938 153336
88 7544 914855
88 8179 586428
88 8443 797041
88 8685 737773
88 9225 933580
89 905 915720
89 1324 118767
89 2070 815729
89 2953 781909
89 3035 507203
89 3570 465913
89 4415 300926
89 5149 662708
89 5714 851040
89 6004 580252
89 6997 71496
89 7879 845772
89 8634 545922
89 8995 868527
89 9804 902293
90 714 334360
90 886 550390
90 987 808252
90 1608 863361
90 1937 391823
90 2828 286594
90 2843 597816
90 3166 933722
90 3894 505715
90 3901 604979
90 3956 645503
90 4164 610827
90 4769 932481
90 5304 677484
90 5942 481827
90 6174 636265
90 6352 380759
90 7351 897634
90 7706 103975
90 8693 9687
90 9482 57881
91 895 172045
91 1194 216877
91 1962 973013
91 2194 318099
91 2257 952734
91 2911 865241
91 3597 153487
91 3721 439169
91 3841 959302
91 4238 510736
91 5066 724507
91 5148 189461
91 6005 834056
91 6448 955896
91 7289 8324
91 7804 613000
91 8516 235817
91 8736 409835
91 8909 653455
91 9186 979592
91 9718 948935
91 9894 884222
92 391 323386
92 1275 281601
