5000 28408
20 21 2942
20 315 1948
20 518 8375
20 1028 5356
20 1608 9066
20 1901 5910
20 2019 8911
20 2063 6132
20 2459 1354
20 2726 5819
20 3397 1491
20 3824 7827
20 4792 7345
21 22 484
21 908 7558
21 944 7206
21 1436 3686
21 1581 1050
21 1633 4658
21 2382 2987
21 2449 1046
21 3337 4189
21 4285 7936
21 4597 3699
22 23 3934
22 532 2659
22 949 9291
22 1426 5388
22 2406 2399
22 3269 7221
22 4218 4255
22 4636 6796
23 24 3566
23 861 6339
23 1428 6942
23 1746 4638
23 2077 4561
23 2895 4282
23 3735 9133
23 4059 4476
23 4117 3836
23 4596 8478
24 25 3959
24 883 2453
24 1585 6076
24 2250 9006
24 2572 4086
24 3365 4609
24 4360 3633
25 26 8566
25 944 6613
25 1139 1252
25 1304 2016
25 2181 9
25 2673 6204
25 3501 6905
25 3884 4310
25 4611 5857
26 27 5588
26 328 7318
26 335 4322
26 650 4685
26 1049 2111
26 1334 2398
26 1421 228
26 1728 5361
26 1912 505
26 2516 4353
26 3380 8485
26 3733 2711
26 3765 1536
26 4372 7419
27 28 1337
27 295 454
27 563 7923
27 678 1279
27 914 433
27 1869 6991
27 2756 1595
27 3488 7329
27 3655 3042
27 4336 1354
28 29 9289
28 727 8757
28 844 6406
28 1655 5152
28 2589 7421
28 3503 3775
28 4253 2184
28 4825 8373
29 30 4690
29 673 8690
29 1139 1953
29 1163 356
29 2055 7759
29 2731 8062
29 3523 6713
29 3930 685
29 4923 1461
30 31 6465
30 241 3599
30 1201 2147
30 1565 6878
30 1830 6117
30 2235 9192
30 3068 1859
30 3941 6832
30 4834 5342
31 32 8920
31 721 5023
31 1392 9721
31 1468 3818
31 1893 8839
31 2388 8773
31 3031 6635
31 3260 856
31 3838 3192
31 4185 3945
31 4598 7967
32 33 1822
32 184 7241
32 856 1027
32 920 568
32 1633 9196
32 2465 4757
32 2675 2506
32 3496 3642
32 3811 7249
32 4635 7165
32 5000 5470
33 34 3949
33 703 6725
33 836 2019
33 1497 9901
33 2475 3421
33 3189 3484
33 3842 1742
33 4344 1073
33 4997 3570
34 35 4488
34 354 7177
34 1339 9143
34 2149 3304
34 2885 9637
34 3697 5104
34 4147 607
34 4192 4123
34 4867 2533
35 36 4339
35 461 8818
35 564 495
35 857 1112
35 1085 3151
35 1261 884
35 1973 5143
35 2337 1386
35 2648 8704
35 3521 9477
35 3872 9612
35 4329 5167
35 4388 6911
35 4505 6459
35 4882 5796
36 37 9865
36 515 7764
36 1190 585
36 1440 7323
36 2128 6833
36 2593 219
36 2653 3533
36 3006 9427
36 3916 4019
36 4391 1786
36 4878 2829
37 38 8948
37 1025 8804
37 1227 108
37 1481 9582
37 2376 593
37 3166 2376
37 3866 820
37 4818 9305
37 4953 995
38 39 8603
38 244 192
38 371 2913
38 1334 3393
38 2258 441
38 2428 6766
38 2689 9267
38 3394 1252
38 3456 4262
38 3807 9671
38 4642 3601
39 40 5981
39 1008 7662
39 1800 5276
39 2758 1282
39 3020 9442
39 3897 3823
39 4523 8359
39 4602 1944
39 4697 6358
40 41 3269
40 157 1992
40 1036 5176
40 1623 3296
40 2053 7293
40 2363 9620
40 3248 5921
40 3840 6857
40 4414 8740
40 4890 6888
40 4903 1093
41 42 6245
41 301 2302
41 1249 4342
41 1486 9046
41 2177 2968
41 2835 162
41 3139 7540
41 3469 894
41 4296 4763
41 4827 6493
42 43 5419
42 448 2674
42 1067 2334
42 1472 7098
42 1685 7773
42 2220 1890
42 2230 5797
42 2413 1313
42 2543 8424
42 2893 7177
42 3628 5364
42 3958 9042
42 4853 2663
43 44 78
43 813 814
43 1375 4499
43 1951 5322
43 2115 7551
43 3114 4924
43 4106 9568
43 4794 5530
44 45 3053
44 364 5635
44 721 7804
44 771 1063
44 1743 8141
44 2161 8658
44 2687 5668
44 2999 9809
44 3088 1437
44 4054 5006
44 4333 5898
44 4652 5798
45 46 674
45 111 4435
45 344 9756
45 1301 1685
45 1454 1279
45 1765 9865
45 2191 7717
45 3110 402
45 3959 7340
45 4010 9378
45 4362 6718
45 4893 1444
46 47 8852
46 489 3132
46 1230 3116
46 2151 4536
46 2932 2341
46 3895 4017
46 4336 5275
46 4381 7597
47 48 9360
47 501 8326
47 921 8376
47 1640 5624
47 1699 4125
47 2044 1414
47 2231 3231
47 2433 1688
47 2508 1999
47 3320 3171
47 3426 88
47 4125 5243
47 4546 3017
48 49 865
48 332 7652
48 1137 1183
48 1492 2261
48 1992 6778
48 2972 4575
48 3717 5395
48 3760 93
48 3912 2233
48 4228 2357
49 50 1746
49 749 5080
49 1657 5809
49 2168 8962
49 2563 3935
49 3533 3001
49 3676 6608
49 4320 5951
50 51 354
50 607 3638
50 1082 7891
50 1638 2223
50 1915 9602
50 2575 2785
50 2754 1979
50 2887 2095
50 2955 2188
50 3473 4979
50 4461 5032
50 4746 5386
51 52 2258
51 782 6457
51 992 1730
51 1744 9347
51 1819 9663
51 2795 5554
51 3340 3887
51 4108 7178
51 4941 6431
52 53 8015
52 806 1442
52 907 4824
52 1528 9974
52 1675 7964
52 2672 6435
52 3365 311
52 3401 779
52 3513 249
52 4013 8219
52 4601 4578
53 54 8919
53 177 1773
53 327 4247
53 621 8986
53 642 1603
53 1634 8130
53 1671 3448
53 2616 3013
53 3029 5447
53 3350 4765
53 4223 3369
53 4291 3265
53 4430 4535
54 55 6642
54 800 5800
54 1012 6973
54 1723 7690
54 1812 3864
54 2092 387
54 2933 5305
54 3266 6188
54 3692 7725
54 4319 2726
54 4401 3043
54 4566 4406
55 56 6393
55 174 9222
55 823 8261
55 923 9510
55 1169 9200
55 1822 2461
55 2338 6367
55 2833 7609
55 3407 4778
55 3746 5770
55 4172 2675
56 57 6207
56 449 1579
56 1374 7477
56 2339 3445
56 2565 5120
56 3394 2347
56 4079 5834
57 58 789
57 745 8201
57 1725 3343
57 1730 8852
57 1784 3503
57 2236 2631
57 2861 7146
57 3606 7406
57 3770 6697
57 4375 2911
57 4995 8885
58 59 5588
58 380 4960
58 1079 8505
58 1730 7740
58 2412 605
58 2932 2372
58 3729 4855
58 3788 5806
58 4486 8116
58 4786 6505
58 4876 280
59 60 1838
59 738 6162
59 1617 7638
59 1681 9502
59 2195 5799
59 2628 5190
59 3378 8488
59 3416 4404
59 3635 724
59 3988 1094
59 4427 153
60 61 1501
60 1011 5994
60 1971 1606
60 2461 3054
60 2690 2488
60 2925 5910
60 3566 6117
60 4457 7708
61 62 6408
61 912 3399
61 1853 604
61 2731 7983
61 3082 4452
61 3780 9059
61 4317 8140
61 4521 7832
62 63 1509
62 880 1948
62 1338 2663
62 1683 7691
62 2177 2584
62 3121 6490
62 3813 9839
62 4002 658
62 4592 395
62 4992 535
63 64 2281
63 573 8696
63 1297 3562
63 2044 8616
63 2737 3306
63 3176 4033
63 3334 260
63 4307 620
63 4573 7321
64 65 763
64 313 4601
64 557 4944
64 1340 7788
64 2285 3377
64 2459 2348
64 2714 5519
64 3686 8767
64 4245 4051
64 4565 8309
65 66 368
65 1024 9100
65 1417 9119
65 2120 6721
65 2202 4972
65 2587 739
65 2665 6637
65 3349 9325
65 4273 8822
65 4730 9872
65 4920 1634
66 67 8800
66 212 9538
66 770 7707
66 1350 6233
66 1709 2593
66 2654 6672
66 2690 3693
66 3472 3743
66 4229 1868
66 4287 7145
67 68 7140
67 193 637
67 1001 8052
67 1452 6268
67 1719 7996
67 2613 9185
67 3401 1394
67 4115 701
67 4559 8649
67 4837 4158
68 69 6226
68 890 5625
68 1800 6606
68 2511 6670
68 3328 772
68 3486 3771
68 3741 6639
68 4140 7067
68 4822 205
69 70 5305
69 263 7575
69 744 1336
69 1056 9551
69 1084 759
69 1627 5309
69 2535 2132
69 3413 2084
69 3513 4143
69 4195 9814
69 4351 9854
69 4928 7318
70 71 1188
70 1019 4371
70 1265 4985
70 2184 7927
70 2817 9115
70 3311 1118
70 3753 7161
70 3765 8826
70 4677 1558
71 72 9175
71 105 4712
71 356 4136
71 1202 6288
71 1495 6006
71 1628 874
71 2295 6105
71 2700 9970
71 3519 6654
71 4465 7741
72 73 7935
72 273 6421
72 669 9997
72 1243 2411
72 2057 7841
72 2369 5648
72 2376 6701
72 2727 4613
72 3555 9200
72 4447 1125
72 4996 3381
73 74 1219
73 903 6750
73 1435 2651
73 2182 8834
73 2917 674
73 3677 9938
73 4116 2159
74 75 3368
74 988 5096
74 1188 1228
74 1923 4562
74 2195 7441
74 2714 5104
74 3699 6414
74 4271 4537
74 4409 7269
74 4509 1970
74 4871 9635
75 76 112
75 888 1351
75 1017 1575
75 1649 6923
75 1726 7562
75 2008 993
75 2010 7837
75 2575 6092
75 3318 2840
75 3843 4265
75 4130 2865
75 4152 6862
75 4897 3164
76 77 5848
76 202 839
76 1029 6093
76 1323 6642
76 2110 779
76 2671 1422
76 3364 4641
76 3692 7979
76 4670 4333
77 78 546
77 494 905
77 871 296
77 1032 4020
77 1184 2187
77 2057 6901
77 2399 7703
77 2491 6822
77 3024 7274
77 3930 2183
77 4190 3048
78 79 1176
78 541 649
78 1349 6145
78 1968 7789
78 2789 782
78 3467 3592
78 4145 4411
79 80 6843
79 502 3387
79 875 5650
79 1506 718
79 1850 5727
79 2381 8233
79 2725 6793
79 3132 5959
79 3964 3363
79 4090 649
79 4093 2938
79 4230 8978
79 4300 9961
79 4403 1752
79 4948 7784
80 81 3780
80 1051 4579
80 1209 6346
80 1429 3793
80 1836 9920
80 2699 7294
80 2843 1562
80 3273 8554
80 3786 265
80 4694 4642
80 4952 2266
81 82 398
81 669 997
81 1372 3693
81 1464 251
81 1933 5249
81 1955 8794
81 2126 7535
81 2610 2746
81 3281 1246
81 3938 3537
81 4469 804
81 4912 5316
82 83 8959
82 1008 3964
82 1600 9186
82 1822 7519
82 2749 3812
82 3608 2633
82 4457 3954
82 4684 1673
83 84 3252
83 542 1720
83 673 8297
83 1482 4805
83 2017 3470
83 2703 4421
83 3320 6132
83 4049 2674
83 4131 1657
83 4760 5029
83 4946 9206
84 85 9468
84 447 3753
84 540 3214
84 1238 7675
84 2116 9599
84 2387 1691
84 3049 4405
84 4029 8475
84 4230 5870
84 4518 242
85 86 5260
85 451 6366
85 1376 7802
85 1742 910
85 2565 7907
85 2672 1717
85 3039 5824
85 3853 5815
85 4234 5867
86 87 6614
86 545 7107
86 1194 3123
86 1697 984
86 2286 7060
86 3131 9880
86 3776 3482
86 3908 14
86 4100 9412
86 4907 6913
87 88 6985
87 252 6776
87 298 4886
87 889 6863
87 933 4328
87 1654 6880
87 2587 8182
87 3566 1937
87 4215 1837
88 89 9241
88 977 9760
88 1442 2537
88 2028 6952
88 2922 2133
88 3277 3056
88 3666 6672
88 3699 6556
88 4490 5082
88 4923 8737
89 90 8480
89 146 1012
89 498 345
89 1036 5686
89 1309 3190
89 1823 5189
89 2597 2758
89 2889 594
89 3175 881
89 3712 535
89 4069 248
89 4651 4750
89 4914 9970
90 91 3057
90 134 9086
90 919 3334
90 1828 4845
90 2518 5616
90 3051 6231
90 3344 161
90 3756 8811
90 4097 8189
90 4657 2989
90 4784 3201
90 4997 2667
91 92 9574
91 998 3664
91 1665 6172
91 2291 8319
91 2511 8672
91 2907 7361
91 3257 7661
91 3806 9043
91 4074 85
91 4339 4565
91 4928 1032
92 93 1934
92 657 7634
92 923 694
92 1749 1482
92 2454 908
92 2501 2614
92 3064 8069
92 3194 8192
92 3574 705
92 3782 3779
92 3839 7913
92 4270 2961
92 4569 1055
92 4606 8567
93 94 9630
93 1036 1685
93 1943 1509
93 2605 9176
93 3152 6491
93 3153 8255
93 3895 4404
93 4107 8308
93 4571 2345
94 95 8847
94 137 2407
94 1107 7454
94 1418 6756
94 1825 3613
94 2627 9799
94 3150 9768
94 3922 820
94 4718 34
95 96 3461
95 297 7222
95 592 2558
95 1060 40
95 2013 2684
95 2705 9420
95 3077 3891
95 3336 4417
95 3625 7232
95 3840 2955
95 4819 8625
96 97 8137
96 864 7789
96 1112 543
96 1712 2048
96 2280 7275
96 3132 6125
96 3973 8151
96 4647 2664
97 98 5630
97 437 9229
97 478 3067
97 941 9655
97 1768 2107
97 1998 2045
97 2403 7213
97 2416 671
97 3109 1784
97 3560 5944
97 4230 3406
97 4565 9241
97 4590 6191
98 99 4221
98 432 6738
98 1308 5222
98 1667 8571
98 2462 3756
98 3091 261
98 3845 5459
98 4205 2988
98 4701 120
99 100 864
99 883 8240
99 1522 5589
99 2049 7664
99 2388 4866
99 2637 2367
99 2685 4961
99 3616 1736
99 3659 9810
99 4608 6757
99 4980 7747
100 101 6356
100 453 6614
100 1260 6715
100 2205 5658
100 2383 2492
100 2896 3964
100 2971 5508
100 3516 7605
100 3679 4887
100 4141 2767
100 4738 9865
100 4810 6531
101 102 2118
101 786 4897
101 1652 1060
101 2287 5726
101 3046 6990
101 3377 5569
101 3425 8279
101 3995 3230
101 4109 4087
101 4646 544
102 103 3085
102 243 5456
102 558 6958
102 773 4267
102 939 2290
102 1728 1114
102 2127 3477
102 2129 3268
102 3009 4992
102 3346 4642
102 3672 7671
102 4227 8377
102 4520 4128
103 104 5762
103 662 1491
103 959 499
103 1878 793
103 2177 1590
103 2271 517
103 3119 3615
103 3269 2993
103 3989 3552
103 4802 725
103 4965 3696
104 105 8504
104 786 390
104 1304 7591
104 1414 1167
104 1477 3064
104 1749 2624
104 2647 9573
104 3114 8172
104 3823 1769
104 4576 7158
105 106 1957
105 870 7782
105 1811 5488
105 2488 7757
105 3044 7195
105 3840 4620
105 4530 8832
105 4531 4564
105 4946 115
106 107 4481
106 277 5349
106 725 423
106 1638 2918
106 2576 7977
106 2606 1047
106 2732 9662
106 3727 5894
106 4514 7939
107 108 1467
107 795 284
107 1449 9838
107 2345 699
107 3006 9900
107 3260 1431
107 3266 7331
107 3521 9531
107 3545 5707
107 3842 3940
107 4810 1239
108 109 6002
108 386 9742
108 393 5275
108 1020 5798
108 1577 3355
108 2185 1599
108 3168 8617
108 3596 4882
108 3904 6444
108 4677 917
109 110 1135
109 702 125
109 1359 3619
109 2182 6958
109 3084 7147
109 3272 2166
109 3412 6820
109 3664 1502
109 4102 3882
109 4393 7998
109 4974 7255
110 111 9919
110 974 7371
110 1766 1526
110 2572 5920
110 3007 8028
110 3053 3382
110 3198 7707
110 4190 323
110 4846 7249
111 112 9199
111 871 6956
111 881 4014
111 1331 803
111 1570 2096
111 2362 4175
111 2704 4735
111 2789 1561
111 3238 8880
111 3316 8610
111 4108 1868
111 4738 1841
112 113 1130
112 1004 8588
112 1448 6902
112 1629 5261
112 1721 7943
112 1929 8457
112 2877 661
112 3128 6190
112 3877 4398
112 4586 8446
112 4710 797
113 114 3928
113 135 9432
113 665 7168
113 1308 9163
113 2308 9240
113 2944 4895
113 3115 8083
113 3903 6355
113 4238 4236
113 4527 5547
113 4563 2592
114 115 8291
114 241 1655
114 273 1838
114 366 8160
114 1344 6446
114 1775 5002
114 1996 964
114 2157 6220
114 2627 7517
114 3078 3109
114 3833 9625
114 4369 6898
114 4693 7226
115 116 2968
115 880 6517
115 1432 1671
115 1583 7033
115 1900 186
115 2114 9765
115 2803 4195
115 3358 3124
115 3899 4779
115 3978 7705
115 4968 6905
116 117 2796
116 474 323
116 1239 3896
116 1452 1092
116 1566 4693
116 1617 233
116 2170 5958
116 2417 8707
116 3399 1568
116 4284 8199
116 4960 3577
117 118 234
117 810 4282
117 1167 7127
117 2145 8702
117 2520 3547
117 3010 6735
117 3223 258
117 4198 3781
117 4891 8092
118 119 1747
118 787 2374
118 836 2919
118 909 7034
118 1739 9961
118 2316 8509
118 3197 318
118 3932 2929
118 4523 95
118 4570 2924
119 120 6777
119 934 6633
119 1437 9383
119 1671 481
119 1826 930
119 2742 7976
119 2763 9588
119 3105 3073
119 3955 7770
119 4405 9683
119 4479 8030
119 4662 3958
120 121 6921
120 999 5637
120 1358 3280
120 2263 8503
120 2311 4074
120 2438 9907
120 2886 8365
120 3617 6607
120 4255 1651
121 122 4662
121 704 1271
121 1430 6435
121 1462 532
121 1571 9461
121 2124 4295
121 2535 9600
121 3095 6644
121 3675 922
121 4591 6488
122 123 6319
122 677 899
122 1246 357
122 1501 9304
122 2456 4896
122 3402 7885
122 4304 4883
122 4803 3631
123 124 887
123 278 7421
123 617 9063
123 676 105
123 682 5622
123 1423 6589
123 2311 3012
123 2732 8659
123 3054 6330
123 3603 1895
123 4281 5159
123 4471 9989
123 4870 8491
124 125 2304
124 490 6071
124 768 1029
124 1717 2788
124 2158 3644
124 2352 2855
124 3092 3203
124 3913 484
124 4048 7712
124 4535 5559
124 4897 9165
125 126 5915
125 529 1266
125 594 4948
125 840 7467
125 1270 1818
125 1384 3150
125 2264 8396
125 2434 1185
125 2609 8966
125 3429 5724
125 4241 4915
126 127 6636
126 518 1408
126 1209 5233
126 1520 7057
126 1909 1546
126 2224 1795
126 3027 6735
126 3761 404
126 4307 6519
126 4520 6663
126 4532 97
126 4582 185
126 4855 2580
126 4997 2448
127 128 7310
127 482 3568
127 771 9100
127 1091 984
127 1416 4634
127 1448 5069
127 1619 7350
127 1827 5330
127 1903 6297
127 2628 977
127 2788 7942
127 3420 5175
127 3802 9037
127 4154 2010
128 129 849
128 930 2611
128 1432 8158
128 1955 4795
128 2205 3846
128 2975 7930
128 3446 157
128 3788 4645
128 4638 8905
128 4956 4281
129 130 2047
129 380 4357
129 712 2885
129 1587 717
129 1852 7582
129 1922 6229
129 2345 9874
129 3177 9280
129 3552 1358
129 3618 7980
129 3813 6191
129 4714 3669
130 131 1599
130 788 6544
130 1283 979
130 1452 5692
130 1821 2422
130 2213 5704
130 2863 8623
130 3627 9918
130 3823 8189
130 4314 974
130 4368 7678
130 4614 8784
130 4641 667
131 132 577
131 982 9012
131 1571 5896
131 2173 1601
131 2605 1101
131 3528 5956
131 3664 8295
131 4033 5884
131 4375 6374
131 4873 9461
132 133 7049
132 774 5129
132 789 2050
132 939 4616
132 1765 8180
132 2039 7585
132 2139 8479
132 2727 2044
132 3094 3546
132 3731 3154
132 4369 2563
132 4470 4129
132 4672 3825
133 134 7547
133 324 7209
133 1324 9180
133 1574 996
133 2227 8620
133 2265 9806
133 2492 3867
133 2822 8504
133 3265 9433
133 4240 4386
133 4709 7697
134 135 1461
134 977 8916
134 1344 9946
134 1381 7572
134 1495 5748
134 1958 6659
134 2907 4818
134 3737 3554
134 4542 6486
134 4707 8846
134 4991 1747
135 136 617
135 378 6854
135 771 3572
135 1003 4217
135 1263 9158
135 1932 8457
135 1998 6040
135 2744 7458
135 3699 4863
135 4248 7773
135 4761 2501
136 137 7347
136 535 4743
136 711 918
136 1643 2815
136 2299 5344
136 3074 9254
136 3263 6172
136 4080 3424
136 4812 433
137 138 2405
137 1019 6995
137 1807 3631
137 2251 1098
137 3088 3996
137 3951 6354
137 4792 7800
137 4836 1594
138 139 6575
138 643 5174
138 1025 1515
138 1534 9160
138 2294 2701
138 2969 3581
138 3086 8411
138 3443 5046
138 3602 5593
138 3634 8302
138 3849 2831
138 4592 4056
138 4762 961
139 140 2366
139 893 3152
139 1845 3994
139 2563 2811
139 2722 9103
139 3039 9671
139 3646 1433
139 4362 2637
139 4719 4836
140 141 1717
140 1014 905
140 1315 8260
140 1513 2872
140 1595 1297
140 1866 607
140 2115 27
140 3080 7357
140 3602 3272
140 3945 9243
140 4019 6857
140 4709 6746
141 142 9300
141 312 1591
141 592 9530
141 1010 5675
141 1248 2646
141 1819 4895
141 2716 2125
141 3474 8334
141 3887 1032
141 4819 5665
142 143 1900
142 157 6927
142 320 712
142 833 7592
142 1393 7206
142 1723 435
142 2572 2503
142 2589 1133
142 2966 4790
142 3765 9618
142 4192 9725
143 144 8327
143 985 8617
143 1637 5257
143 2629 1940
143 2895 9749
143 3726 6635
143 3745 5350
143 4083 5536
144 145 4901
144 230 7266
144 558 1938
144 671 3700
144 733 4493
144 1215 6216
144 1669 5912
144 1953 1314
144 2536 4129
144 2810 3590
144 3539 2270
144 4060 9350
144 4422 5708
145 146 1385
145 195 3317
145 1107 3985
145 1669 2352
145 1912 9893
145 2193 3711
145 3129 3698
145 3324 8421
145 3581 8652
145 4258 8545
146 147 7615
146 164 6235
146 360 4749
146 1208 3073
146 1299 3213
146 2071 6422
146 3012 9824
146 3743 4208
146 3895 4296
146 4447 7750
146 4979 836
147 148 471
147 1026 9650
147 1262 7138
147 1556 2268
147 2230 4606
147 3104 4694
147 3288 7425
147 4075 8387
147 4564 6233
148 149 5616
148 795 8888
148 1578 8732
148 1666 1939
148 2037 9643
148 2717 9906
148 3539 1136
148 4260 7703
148 4389 8312
149 150 5426
149 721 6862
149 1097 6800
149 1997 9915
149 2565 3690
149 2859 1061
149 3125 6241
149 3145 5267
149 3265 4807
149 4256 4563
149 4993 3365
150 151 2772
150 766 7375
150 1665 6339
150 1734 1032
150 2728 6257
150 3529 7920
150 3992 5532
150 4703 7366
151 152 1634
151 551 88
151 1237 20
151 1557 2062
151 1835 7795
151 2695 9272
151 3397 9952
151 4378 2902
152 153 8599
152 773 2970
152 1054 1693
152 1399 2278
152 1692 3149
152 2233 3759
152 2258 7607
152 2726 6819
152 2958 4870
152 3856 8274
152 4737 9573
153 154 163
153 865 3542
153 1643 2416
153 2128 4762
153 2790 2555
153 3494 8285
153 4010 988
153 4331 5864
153 4940 618
154 155 6153
154 875 385
154 1626 8192
154 1821 2987
154 2226 448
154 2478 642
154 2490 7934
154 2638 78
154 3105 9281
154 3591 4955
154 3626 503
154 4127 94
154 4906 3021
154 4980 5104
155 156 7038
155 221 588
155 404 9140
155 720 3289
155 1395 866
155 1662 3084
155 1967 3874
155 2036 7672
155 2835 7220
155 3577 3269
155 4069 6583
155 4636 6882
155 4713 2072
156 157 5859
156 593 749
156 899 6667
156 1677 5726
156 2276 964
156 2486 918
156 2731 4888
156 3507 6867
156 3822 9436
156 3907 4387
156 4007 8887
156 4957 4845
157 158 798
157 929 3070
157 952 4851
157 1437 7346
157 1490 2924
157 1576 715
157 2511 5868
157 2943 5889
157 3118 3997
157 3268 3775
157 4145 4929
158 159 3195
158 868 4074
158 1442 7812
158 1746 1879
158 2746 7807
158 3414 6774
158 4283 6695
158 4899 2357
158 4931 5024
159 160 8474
159 890 3915
159 1575 8518
159 2370 3863
159 2876 9300
159 3858 1386
159 4431 971
160 161 1285
160 549 8502
160 637 695
160 1361 4443
160 1855 9396
160 2063 5718
160 2145 9179
160 2563 6469
160 2757 6046
160 3043 6280
160 3347 1974
160 4136 2454
160 4317 7298
161 162 6166
161 190 2322
161 670 5956
161 1620 4871
161 2421 9041
161 2978 7528
161 3805 406
161 4720 1038
161 4835 9352
162 163 537
162 328 7109
162 1254 9806
162 1634 9234
162 2406 8172
162 2437 308
162 3251 6132
162 3716 3197
162 4161 6300
162 4305 8398
162 4467 6300
163 164 3074
163 335 3612
163 807 3442
163 1800 9590
163 2585 7556
163 3055 1305
163 3064 9400
163 3167 4392
163 4144 9230
164 165 9363
164 694 7077
164 1181 2349
164 1446 3935
164 2086 5764
164 2763 6157
164 3170 8814
164 3392 8581
164 3810 2697
164 3824 9766
164 4455 1155
165 166 5104
165 617 4678
165 1464 9909
165 1525 2179
165 1655 4324
165 2189 5014
165 2581 7024
165 2935 1660
165 3237 2349
165 4004 2334
165 4501 2177
165 4641 4075
166 167 9913
166 282 2767
166 952 1749
166 1865 3339
166 2062 2720
166 2070 399
166 2690 3425
166 3260 8106
166 4000 459
166 4463 5488
166 4937 6821
167 168 1131
167 681 7262
167 1138 4014
167 1920 4600
167 2000 6535
167 2504 1198
167 3150 4177
167 3441 5914
167 4301 8843
168 169 8223
168 402 3953
168 1041 8158
168 1443 5735
168 2051 7868
168 2265 2437
168 2945 1060
168 3505 197
168 3818 7020
168 4372 451
169 170 4989
169 1147 2470
169 1677 8978
169 2667 1824
169 2903 3205
169 2913 6216
169 3333 2599
169 3845 9414
169 4593 4917
170 171 5712
170 948 9061
170 1440 3812
170 1553 4407
170 1905 4781
170 2675 909
170 2898 5736
170 3139 8556
170 3688 4775
170 4565 3895
171 172 5116
171 615 9956
171 1291 1218
171 1837 4191
171 2813 9649
171 2913 8471
171 3617 8232
171 4493 6200
171 4528 344
172 173 2391
172 641 4724
172 1284 6695
172 2087 1888
172 2681 1356
172 3335 1826
172 3929 9599
172 4215 5040
172 4761 965
173 174 8447
173 673 9581
173 1113 6954
173 1156 6147
173 1333 8274
173 2023 7216
173 2632 5644
173 3582 6433
173 4293 5596
173 4764 3517
174 175 1068
174 391 484
174 628 2813
174 703 2526
174 900 5976
174 1734 6802
174 2149 1337
174 2523 8858
174 3157 772
174 3505 6167
174 3543 42
174 4269 4002
174 4298 5679
174 4724 8743
174 4990 9900
175 176 5097
175 487 3471
175 1059 6552
